reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2YRWHJV1LJD0G,1491510706,John R. Barnard II,"[0, 0]",John Green could probably come up with the accolades to do justice to this story (of course he wouldn't) but I can't. Suffice it to say that it is one of the most powerful books I have ever (and I suspect I will ever) read.  My only regret about it is that I can't read it for the first time again.,5.0,Un. Be. Lievable.,1402531200.0,"06 12, 2014"
A7GLAJEDL90J4,B0067R8JNK,Daniel T. Nassar,"[1, 2]","This game plays perfectly on my Kindle Fire. The game play is challenging, rewarding and smoothly executed.  I would recommend this to those who enjoy word games.",5.0,Fun and Looks Nice,1322438400.0,"11 28, 2011"
A244NUTW7A1LH8,B001MIN85S,Jyjy smalt,"[1, 2]","OK, I like this product. I started using the shampoo and the conditioner. I find the ""On the spot"" product of Groganics useless. I stopped using the ""Head full of hair"" because it used to make my hair look dirty after it had dried. I then switched to the ""Hair Gro-n-Wild."" this product really works. My hair is growing fast.The problem that I have with this product is that every time I use it, I have a terrible headache that follows. Believe me, when I say ""terrible"" I mean it. I have to take some medicine and sleep for almost three hours to get better. I am not sure I will keep using it. I don't know it is is because of the blood flow, but it's a horrible feeling.",3.0,This product gives me a terrible headache!,1370131200.0,"06 2, 2013"
ADZ9L8Y4G7DEN,B00DPF9XLE,Amazon Customer,"[0, 0]","This bench is very attractive and functional. I purchased it for my bedroom and placed it beneath two windows achieving a window seat affect.  It is very roomy inside, perfect for storing extra blankets.  The fabric and color are beautiful and it is well made, especially for the price.",5.0,Beautiful!,1398384000.0,"04 25, 2014"
A3G9HVPUVEVKFN,B0066W1AZK,LP,"[0, 0]",Looks good.  I dislike most sound effects so I turned sound off.  Plays smoothly.  I wish for some kind of narrative in which the strategy is explained.  Ciould not figure how to castle.  Overall very satsfied,4.0,looks &amp; smooth playing,1347321600.0,"09 11, 2012"
A3HIQG5CGGLFDP,1484920147,Kathy,"[0, 0]",I enjoyed this book a lot my heart broke for Sophie I actually found myself in tears at the end,5.0,Awesome book,1368662400.0,"05 16, 2013"
A3GXEVHTV4Y1MA,0615693091,MelBai,"[0, 0]",While I thought it started off kind of slow it turned out to be a good book. One night changed Pandora's outlook on life and her sisters soon found out they created a monster. The ending is not foreseeable and will leave you shocked,3.0,All in all it was a good book,1358121600.0,"01 14, 2013"
ASPWL5B5THIHO,1619966549,Eric C. Redmond,"[1, 1]",This book this book adds nothin to understanding how one interprets or to how one preaches narrative. Look elsewhere for a good text.,1.0,Look elsewhere for help with interpreting and preaching story,1402185600.0,"06 8, 2014"
AAF5PEMY7R49Y,0375728228,"Suzanne Vitale ""jackeroophillip""","[0, 0]","Nights in Rodanthe is the love of a mother for her daughter who needs to know about her own special love affair that was short lived.  It's a moving story that will remind readers of Bridges Over Madison County, but that's ok.  It's a great love story that kept me reading to the end.",5.0,A Woman's Love Story,1038700800.0,"12 1, 2002"
A29RZNNA6Z8JWX,B0000V06VW,Ed,"[0, 0]",What a waste. First I want to mention that I have light-weight commuter bike. I used the screws that came with the bike rack and after I placed the bike on the rack after a half hour it fell off the wall (it was definitely mounted in a stud in the wall). Then I went to the hardware store and got some different screws and it still fell off. Returning and getting different one.,1.0,Disappointed.,1321660800.0,"11 19, 2011"
A12YFEGW6A7OCH,B001W0JOUO,Johny nyc,"[2, 2]","This is a very bad imitation of the original Apple product, even though both of them were produced in China. After buying the mini-DVI to HDMI I understood that Apple macbook's could't handle both video and sound at the same port. So I decided to buy this one from the price. It broke up after couple of months the mini-DVI port, started rotating over it'self and the TV screen started getting different colors like all pink, red, blue etc... Only in certain positions it was able to reproduce the image in my mackbook screen. Solution: bought a refurbished Apple Original piece and trashed this one. In general, never buy apple stuff from other non certified vendors. It's just throwing money away.",1.0,After 1 month got pink TV screen,1338422400.0,"05 31, 2012"
A179R4WFUC4S9F,B002FK4PU4,Jessica E.,"[1, 1]","Less than a year into using these out of direct sunlight, the pink synthetic fabric is falling off--it turns to dust when I squich the pieces in my hand. Save yourself the trouble if you can and buy something sturdier.",3.0,Lasted a little while...,1385856000.0,"12 1, 2013"
A1DJF8BJUDYYQV,B005CPGHAA,shinobi,"[0, 3]",Bought this mouse 2 weeks ago and now it's already broken. Right click got sensitive then it just clicks on its own. Then left started acting also!  It will just disappoint  you!,1.0,DO NOT BUY,1376352000.0,"08 13, 2013"
A32RUW8187GSKP,1494470926,PLAYER,"[0, 0]","This book is my go-to, my devotional, and my inspiration in time of need.  Evangelist Walker clearly demonstrates that God speaks to our very spirit through her.  I encourage all, men and women, to get this book!",5.0,Inspirational,1392336000.0,"02 14, 2014"
A30EU1KOYXQMZZ,B00AH4TKNC,Johnny Speed 5000,"[0, 0]",What can I tell ya!It is fingernail glue.I do not know what the difference is between superglue...But this stuff works just fine.,5.0,5 Pcs Professional 3g/Bottle Acrylic Nail Art Glue For French False Tips,1388016000.0,"12 26, 2013"
A2SQ30VJRRJJ97,B006Y5AV68,tracy,"[0, 0]",I do not even like cooking but this show makes it all seem worthwhile and interesting. It makes me want to try and experiment and I love hearing the science behind the cooking.,5.0,Must see show for cooks,1378339200.0,"09 5, 2013"
AKBLZHXGBPD8M,B004N4FE64,Happy Girl,"[2, 2]",My husband and I love this Panasonic phone system.  We had a panasonic previously and needed one that would help with his partial hearing loss.This particular product adverstised a phone that would be loud enough for the hearing impaired individual.We are very happy and recommend it highly....have had it for the past 2 months with no problems!  Still learning to use all the options.,5.0,Very pleased,1346716800.0,"09 4, 2012"
A3PHJRX5TM5YCO,B00018QITS,"Mario Brazeau ""Brazz""","[1, 2]","Le guitariste allemand Axel Rudi Pell nous pr&eacute;sente son 10e album studio Kings & Queens. La premi&egrave;re pi&egrave;ce Flying High nous annonce un album power m&eacute;tal &eacute;nergique, d&egrave;s la deuxi&egrave;me pi&egrave;ce on revient vite &agrave; du Axel Rudi Pell dans la plus pure tradition, c'est &agrave; dire un album de pi&egrave;ces mid-tempo et de ballades.Axel ne nous apporte rien de neuf avec ce cd, il semble tourner en rond depuis quelque ann&eacute;es!!!Comme toujours la production est sans bavure et avec un son &eacute;norme, le produit est de qualit&eacute; sur toute la ligne. En bref, un album tout &agrave; fait recommandable...",3.0,&Eacute;gal &agrave; lui mme......sans plus ni moins!!!,1079222400.0,"03 14, 2004"
ATE7VSLVW67AT,B004BN5RUU,Nicholas A Nelson,"[0, 0]","I use this primer on miniatures and it is the best primer I have ever used.  I used to use spray on primer, but I was tired of always getting inconsistent results.  Plus with spray on primer you have to worry about the weather outside - which isn't ever convenient.I applied this primer with a brush, it goes on easy and thin and doesn't obscure any detail.  I can't recommend it enough.",5.0,Best brush on primer,1402444800.0,"06 11, 2014"
A16H9MZ8M7WU2W,B004RQRPLK,PeteE,"[2, 4]",Not worth the time it took to receive and return.Nasty vinyl with an awful smell.  Felt slimy to touch.Returned as soon as it was opened.,1.0,Skip this one,1318550400.0,"10 14, 2011"
A2SNPQYB1UMHSU,1481038206,Simafication,"[1, 1]",I first read this book when I stumbled across it in the free section of the Kindle bookstore. Knowing it was a free book I didn't really have high expectations for it but hours later I realized it was the early hours of the morning and I was really into it. It's not the most advanced book but it was one that captured my attention and seemed to offer everything that seemed to be lacking in other books. I'd almost consider it a genre all its own. This is a book I've recommended to many friend and if you're looking for something in the fantasy realm that has a bit of everything including bits of it's own language than this is definitely the one for you.This book and the subsequent books in the series have a J.R.R Tolkien feel to them yet they are a masterpiece all their own. Be warned though this book will leave you hanging and wanting more so be prepared the purchase the remaining book in the series. Book 2 in the series can be found herePaths of Destruction: The Awakened Book Twoand the combined first three books are hereCombined Edition (The Awakened: Books One Through Three),5.0,and it's free.....?,1374710400.0,"07 25, 2013"
A3VGVUM9GX4Q8W,B003GEDLW6,J. Phillips,"[0, 0]","5 years ago, I wouldn't have cared for any electronic music.  Now, after listening to deadmau5 and Zedd, I have come to love it.  To me, this album is the best overall electronic album that has been released in the last 5 years.  There's only 1 track that I don't enjoy very much on it and the rest are just great and I can be listened to over and over without them getting old.",5.0,GREAT!!!,1388448000.0,"12 31, 2013"
AH1JEE11T8VXL,B0087NZ31S,,"[1, 1]",Excellent product. I used it as signal extender. Setup and installation took minutes. Since then it has worked as advertised. No issues at all.,5.0,Excellent product! Seamless setup!,1385251200.0,"11 24, 2013"
A1GK7SXP17ATB3,B0033G9NZG,red jam,"[0, 0]",good band .  female lead singer.  good encouraging songs and a rock beat.  check out youtube for videos to see if  you would like them.,4.0,christian rock,1377475200.0,"08 26, 2013"
A14KGEU953W70R,B0014HEDGU,J. Cupas,"[0, 0]","This is the perfect plastic cup for 3 oz. bathroom-cup holders.  My grocery store stopped carrying 3 oz. PLASTIC cups, so I turned to Amazon.  These are excellent, sturdy, perfect!",5.0,Great ... but how much can you say about a plastic cup??,1309824000.0,"07 5, 2011"
A3DH9OS8RC99NM,1497400775,"Lisa ""LisaL""","[0, 0]",Another well written book about Rylee and her growing group of comrades. I look forward to seeing what Mayer brings us next.,5.0,Great...as always.,1396051200.0,"03 29, 2014"
A1PQMSCSS8HWFD,B0001JXOUS,joseph,"[3, 6]","A touching story coupled with highly realistic and detailed battle scenes. If you want excitement, this movie should haveno problems whatsoever to elevate your blood pressure with allits furious swords fights, ninja assisnation, bows vs riflesand the spectacular showdown between two armies with thousandsof real actors(no CG used) filling the entire screen. It issimply superb in term of visual satisfactions.As for the story itself, it is reasonably well constructed butnot without flaws. From the beginning of the film, you are led to believe that Ken Watanable is a master of war. In the final showdown, the bad guys with 4 regiments(one battalion has 210men, according to the character played by Tom Cruise and oneregiment comprising 2 battalions)armed with rifles,machine gunsand cannons come to attack the samurai village, which is deepin the mountain. Outnumbered and armed with swords, bow and arrow, this supposedly wise samurai general with 500 fealess samurai,already occupying higher ground ,decides to come down the mountain and takes on the enemy in an open field. And may I mention that the advice given to Watanable by the American captain is to &quot;take away the advantage of gun&quot;.I know most of the movies are supposed to be watched without using your brain but I kinda hope this one is different.11 out of 10 for visuals, 8 out 10 for acting, 5 out 10 for thescreenplay.",4.0,almost perfect,1084579200.0,"05 15, 2004"
AO9GED9TJKX4I,B005Q7IIFQ,vherrera,"[1, 1]","It's a great speaker!!! Great sound!!, easy to install, conect very fast!!! They look good on the desk!! Works good with all device (iphone, ipad, mac, apple tv!!!)",5.0,Great!,1378857600.0,"09 11, 2013"
A2FODQ8ESB8QPD,B00BWLKTOS,J. Terry Edwards,"[0, 0]","This is another excellent album from the Piano Guys. Their playing is at the same superb level as their first album, but I don't feel that the arrangements were quite as good. These arrangements don't have the same kind of mash-ups that made the first album so very good. But I still liked it a lot.",4.0,"Excellent playing, very good arrangements",1380758400.0,"10 3, 2013"
A168R7HE5EIOU8,B0052SCU8U,Brent B,"[0, 0]",These cables work great especially when you figure in the price.  They are about half the price of other cables.,5.0,works great for the price,1359417600.0,"01 29, 2013"
A34T3TSSAR6WVS,0615845126,wintonwoods@mail.com,"[1, 2]","Low quality content and printing. Just a step, a small step, up from porn. Certainly NOT art. I threw it away.",1.0,trashy,1394409600.0,"03 10, 2014"
A3MFU0GVZUVH3K,B003FGWCPM,"Betty L. Dravis ""BETTY DRAVIS, author/reviewer""","[1, 2]","I got this product for myself, to use when making scrapbooks or special albums for family members or friends. The vibrant, cheerful colors are perfect for drawing borders around photos and edges of pages, while the black is great for text. Use your imagination...and remember, for these permanent projects it's not important to be able to erase the ink.With a wealth of little ones in the family, I have the long-time habit of keeping some toys around the house for times when they come ""over the meadow and through the hills"" to visit Grammy. :-) So I also had them in mind when I gotBIC Great Erase Grip ""Pocket"" Dry Erase Marker, Fine Point, Assorted, 6 Dry Erase Markers (GDEP61-Ast). I need the ""erasable feature"" so they can use the dry erase boards repeatedly.Another important reason for getting these pens is because the tips on my old pens were getting pretty ""ratty"" and the colors dried out on some. Replacement was long past-due and I couldn't have found a better set. My only disappointment is that there isn't a yellow pen; I would have preferred that to the orange... Children love the color yellow and it has so many uses (duck's bills, summer umbrellas, sunshine, etc.), but we'll get along without it.Since I and the children enjoy this product so much, I recommend it highly.Reviewed by Betty Dravis, September 22, 2011Author of ""1106 Grand Boulevard"" and other books",5.0,Perfect for me and the grand-kids...,1316649600.0,"09 22, 2011"
A1EU2QJHX45OV3,B0047OOEFM,"Avinash ""Jumbi""","[32, 40]","I got this game on 11/16/10 - and played it enough to evaluate the gameplay and campaign mode. **EDIT** Also played online solo mode (with 3 other onle players).In short - it is a clone of the original arcade hit, with some notable additions.The campaign mode is basically a 2 on 2 basketball game, with actual NBA players (the best players on each team are available - no bench players).  This is Arcade basketball at its best - no fouls, no timeouts, no out of bounds and NO REFS.  There is a 24 second shot clock, and you can get called for goal-tending once in a while.The controls are simple:ON OFFENSE, you can perform some rediculous dunks, and if you are skilled enough, you can get some jumpshots in.  You can pass, upfake, throw elbows, do crossovers and jump for an alley-oop (the last 2 are additions to the original).  You only contol 1 player, but you can call for a pass as well as make your team-mate shoot/dunk.  You can also throw elbows and knock a defender to the floor if he is too close.ON DEFENSE:  You can steal the ball (this requires some timing), shove any opposing player to the floor (if you miss the shove, your opponent can blow right by you) and rebound.  You can also intercept a pass if you are in the right position.  BUT THE BEST PART ABOUT DEFENSE is BLOCKING SHOTS.  You have to be in the right position and time it right - but the absolute joy of stuffing the opponent's shot is unlike any other feeling in a game (in my opinion).  You can even block a dunk - if you are get there at the top of the opponent's jump.On both offense and defense, you can shove an opponent to the floor (on offense only if you are not the ballhandler).EA also kept the play by play announcer from the original - Tim Kitzrow.  All of the original humorous calls are here - with tons of new ""Jamonics"" added.  You will find yourself cracking up in the middle of gameplay when you hear some of these.You can unlock past players with specific achievements - this is another great feature of this game - Magic, Larry (Bird and Johnson), Schrempf, Dominique, Rodman, McHale and much more.  You can also play as Politicians, the Beastie Boys and other non NBA teams.The original arcade game did not look as good as this (it was not in HD).  The vibrant colors and the clarity of the players faces in this HD version really stand out.  The Big Head Mode is unlocked by finishing the tutorial.You can team up locally against the cpu (or vs a friend), ** Edit or 2 vs 2 locally ** or you can play solo online, or as a team.There are other modes as well as robust online features (available as a day one patch).**Edit** I've played a few games online (2 vs 2)- there is no lag in the gameplay - just pure excitement.**The games are only 3 minutes per quarter - which I thought was too short before I started playing.  But with the clock stopping after every shot (and at goal-tending and shot clock violation) the actual time for a complete is closer to 15 minutes, which turned out to be perfect.  I never got the feeling that the game was too short once a game is completed.I haven't been a fan of EA Sports lately - BUT they got this one right.  Originally slated as a stripped doen free downloadable - they added all of the content as the Wii version, plus the vast online features and sell it for the same price.If you were skeptical about buying this game - Don't be.If you ever dropped quarters in the original Arcade game - I highly recommend this.If you have'nt played the Arcade version, and only played previous console versions, you won't get a true sense of this version.  This is WAY better than any older home version!!!If you have't played any version and wan't a purely fun game for you and friends - then get this.  Especially if you are a fan of the NBA present and 15-20 years ago.The original Arcade game was an Internationl Superhit - this version is even better.",5.0,The Best version yet - HIGHLY RECOMMENDED!!!,1289952000.0,"11 17, 2010"
A30L5RSWY26IOX,B001KXML0I,purpleflower,"[1, 1]","My son loves playing with this for hours.  It is well made and one of his favorite toys.  He also enjoys the planes, truck and the jeep it comes with.  He sits on the floor for long times creating and recreating the game battleship and other games.  Well done.",5.0,fun for all ages.,1319155200.0,"10 21, 2011"
A376RGUDUMBKLS,B00DUGCLY4,"Mark J. Waskiewicz ""Waskomatic""","[0, 0]",This game makes your brain turn and is perfect for any rainy day. This game is really addicting and well thought out.,4.0,Really cool,1403568000.0,"06 24, 2014"
AAMZAFRPXF48,B0009PCX7O,Gadget Gizmo,"[0, 0]",I had a green one similar to this one but is worn out.I saw this blue one has a zipper front pocket to put more stuffand the price was reasonable.,5.0,Great small camera backpack,1378857600.0,"09 11, 2013"
A3C1VFCKWJE3S9,B000000F7O,RET,"[3, 3]","Alice Donut was one of the core bands of Alternative Tentacles back in the late '80s and early '90s. Musically, Donut's style has much in common with the psychedlic punk style of the... Surfers, but I regard Donut as being the more straight-up fun-to-listen-to of the two. The Surfers are great, but in a different way. Alice Donut's work is better informed by a sense of humor and a lively attitude than the Surfers, who usually come off as being much darker and more serious. However, this does not mean that Alice Donut does not pack some weight - in keeping with many Alternative Tentacles bands, Alice Donut follows in the footsteps of the Dead Kennedies with thier lyrics - heavy sarcasm, but always socially and politically relevant.""Mule"" was their third LP, and after this album they kicked bass player and second vocalist Ted Houghton out of the band. After this album, Donut took a turn into a much darker, more metal-oriented style. They almost became a different band after this point, so check out what was the last of their really good albums!At the time, the big ""single"" from the album was ""Roadkill."" While fun, songs like ""Mother of Christ"" and ""Bottom of the Chain"" were superior. A decade later I am [still] mad that I never got to see ""Bottom of the Chain"" performed live because some rednecks shouted me down with cries for ""Roadkill.""",4.0,Donut's Last Good Album,1016668800.0,"03 21, 2002"
AQRVA6N5OBCUC,0060090375,"""cvet4u""","[5, 5]","Everything was way too obvious and drawn out. I'm not sure I would recommend it unless you want to read about someone being depressed all the time...and ignoring the obvious fact that her father is an alcoholic...and that she only dates lazy bums...and that she is so blind that she can't see that her friend likes her throughout the entire 400+ pages!!!! Lucy Sullivan whines too much for me. And everything in the book is too obvious and her views are way too pessimistic for light, enjoyable reading. For light, funny, enjoyable reading...I would recommend the Shopaholic series by Sophie Kinsella.",2.0,i'm thinking....no.,1075766400.0,"02 3, 2004"
AELHF7ZTOUSC8,1869847709,Mr. Stephen Parkin,"[0, 0]","Very clearly set out and accessible entries on every country.Certainly looks at the subject from an alternative viewpoint.Unfortunately that seems to be Trotskyite!You would be hard-pressed to discover that any ex-Communist country was a dictatorship. Cuba apparently has a representative government.Examples of a perverse viewpoint-Thailand ""U.S maneuvering succeeded in putting his(King Ananda)brother,Rama IX,into power.However much the U.S maneuvered he was the legitimate successor.Cambodia-gives greater emphasis to number killed during U.S Khmer Rouge bombings(50,000) than Pol Pot's slaughter(over 1 million). The figures are those quoted in the book.The listing of cereal imports for each country adds little to an understanding of its food dependency or nutrition.Many countries listed are net food exporters.",2.0,perverse viewpoint,1377475200.0,"08 26, 2013"
A38BSRGAD43M5H,B0011EH098,michael manierston,"[0, 1]","This blade may be better than this critics review,  but the razor this blade resides in does or may not allow for the blades true characteristics to be demonstrated in.  Shick or one of its agents would be wise to send me some sample double edge blades to reveiw the ''shick blade techology''  or to  provide me with a new injector  razor so I could review the  Shick shave injector system.  I would love  reevaluate  my review and return to my first injector razor that I used with so many positive feelings back in the 1960's.  I  remember  a  razor  so much better than the one  that I purchased on ebay in addition to a gillette DE adjust  razor.",2.0,sub par blades in the world wet shaving options.,1372118400.0,"06 25, 2013"
A2N0K1QXB4ESE9,B008YOT8F2,,"[2, 2]","If you are looking for doe-eyed castrated vampire teen angst, look elsewhere.If you want your vampires to be made of good ol' fashioned liquor, sex and rock and roll this is the tale for you.I cannot wait for the next book.",5.0,Our monsters show us how to be human.,1355616000.0,"12 16, 2012"
AG4WKPX83K35P,B005R0ZFW6,cristina,"[1, 6]",I did not like it but maybe is acquire taste. But I will anybody to try it. Next time  I. Will take more time to prepare it,2.0,To much  preparation,1385856000.0,"12 1, 2013"
A1IMAK5D9XJJO8,B0000C88FS,o-namae desu,"[4, 5]","Summary: It works mostly like Remington says.  But that means... not for do-it-yourself cuts, except a crewcut.Details: I tried this cutter and now use a vacuum-based (e.g. Flowbee or Robo-cut) unit instead.  This cutter requires that the hair either stand by itself or be held up vertically, typically with a comb.  (It is intended to be used ""against the grain"", or across the grain if hair is held).  Thus, except for crewcuts, you must use two hands, making it difficult to clip your own back and sides without a lot of practice.  Other reviewers complained about cutting speed/sharpness.  I had no trouble, but I charged a brand-new clipper overnight, and left the power supply plugged in, *AND* oiled the blades with some clipper oil from another product I was testing.  I tried it later without re-oiling, and it actually ran slower!  The ""perma lube"" seems like marketing nonsense: one can titanium- or teflon-coat, but it will still run easier with a little oil.  (This model is not supplied with an oil vial; use only trimmer oil.)  Also, it's true that 3.0V NiCd power (The body is sized for 2xAA, though I didn't take mine apart.) might not be enough to drive the trimmer long-term.  Especially without oiling, the head heats up, and actually slows down -- you can hear it for yourself -- during long use.  Stop, let the head cool, and start again.I would have given it 3 stars, because it's only ""mostly OK.""  But it got 4 because it's sooo inexpensive!  I don't feel bad putting it away for the occasional clean-up, and using the Flowbee for my actual haircuts.",4.0,"works as advertised, but not for do-it-yourself cuts",1123977600.0,"08 14, 2005"
A35VS5EVJLJDIY,B0057GUFEI,James M. May,"[2, 7]","Amazon offers phone ""with"" 1000 min. When you register phone, you get 20 min. Then you speak to someone in (?) China (Tracfone) who tells you that the 1000 min has to come from Amazon. Then, you call Amazon (country?) and get told that it is ""not understood""--you can have a refund in 2 weeks. In the meantime, you just spent 3 hours on the phone struggling to understand whats being said regarding the misrepresentations of Amazon.",1.0,Misrepresented,1339027200.0,"06 7, 2012"
A3J4AUFUKDGYQS,0985363835,James Cox,"[1, 2]",This was a great surprise. I enjoyed every bit of this book. I would love to read more by this author,5.0,Great,1365811200.0,"04 13, 2013"
A1YVIFZRZSH16H,B0017JAQF2,Susan Goryan,"[0, 0]","Better than most pet store sponge balls, these are bigger and of a harder material so my cats can play harder too. They bounce to the ceiling and don't go UNDER the low furniture and get lost. My cats KNOW where they lose their toys, but I don't!!!My boys have had hours of fun with this pack of toys and we ordered a second pack in case they disappear...So far, none of the balls have disintegrated and the cats CAN carry them around in their mouths.",5.0,Durable,1400112000.0,"05 15, 2014"
ASNBRBPQXJ39E,0323071503,"Amazon Customer ""msboricua18""","[0, 0]",It's a great book for reference when you are a first time student nurse when you are practicing and attempting to do a care plan on your own. It truly helps you understand the right Nursing Diagnosis to use.,5.0,Great book!,1325721600.0,"01 5, 2012"
A2LNNOK9410G6L,B00009WE45,jane mandtana,"[1, 1]","The frame was well built, stainless steel with an assistant holder to help grip the thermometer while in use. The problem starts when determining the accuracy using chipped ice water and letting it sit til it reaches 32 degrees F. I bought the Taylor Instant Thermometer with a bigger dial afterwards since this one was way too hard to read, plus I did not have to re-calibrate the thermometer again since it has been preset already.",2.0,Product was 'somewhat' well made. Inconvenient to fix the dial when determining the temperature's accuracy.,1387324800.0,"12 18, 2013"
A1ZZJDTO1NPVZ5,B004VMVTNU,Yass,"[0, 0]","If you never thought that waking up to a sudden alarm or noise has major effects on your overall mood during the day, now is your time to know it does. This alarm has a feature that gradually raises the volume bringing you out of sleep slowly without being a traumatic awakening.",5.0,A Must Have!,1314230400.0,"08 25, 2011"
A3M4ZXZEFINA1K,B000001M7U,Elizabeth Cambridge,"[0, 0]",Bought for my daughter who loves the music and the voice of the young lady singing Belle.  She was thrilled.,5.0,Beauty and the Beast Broadway,1354406400.0,"12 2, 2012"
A1IRG2D7RUFTMW,0553345729,poet1,"[1, 1]",Fritjof Capra combines the ideas of spirituality and combines the ideas of the physical universe into ideas that are of living and breathing existence.,5.0,The Turning Point,1352246400.0,"11 7, 2012"
A2EC6YMR3BH0WH,B002WBWBQQ,F. D. Comer,"[0, 0]","This product is awesome! Tried just holding the seat, but my back was killing me. Absolutely no back discomfort at all with this handle. The handle is well made. I picked the whole rear end of the bike up with my son on it, no problems there. Using the handle steadied the bike and gave my son the much needed confidence to ride. 20 minutes after using, he went from being scared and apprehensive to confident and riding without help. GREAT PRODUCT DEFINITELY RECOMMEND!",5.0,Saved my back and steadied the bike for my son,1398988800.0,"05 2, 2014"
A12N94ALTUGVG5,0071459634,Kimberly Price Young,"[6, 7]","I am 7mos pregnant and read this book in preparation for child birth.  The book is amazing!  It provides non-judgmental advice and explains that child birth is not a formula.  It is about being open and flexible and doing what is right for ""you"". It outlines and educates you on options and scenarios for child birth, breast feeding and what to expect post birth. My husband and I feel much more prepared and comfortable about child birth after reading this book.  I highly recommend this book.Kimberly Price Young",5.0,The Birth That's Right for You,1144886400.0,"04 13, 2006"
A226PW7WAD221R,0812981901,C C Cedras,"[1, 4]","I have read, and in most cases RE-read, all of Eloisa James's novels. I follow her on Twitter and Facebook where she posts snippets of her real life with Alessandro, Luca and Anna (as well as the adorable dachshund, Lucy, who makes her appearance after the family's year-long sabbatical in Paris). So I felt like I had a sense of Eloisa (Mary) even before reading ""Paris In Love""; however, her candid, poignant and frequently laugh-out-loud funny retelling of her family's life in France during a transitional year for Eloisa made me feel like I had visited Paris and spent time with a good friend. She shared recipes! I hated for it to end. Isn't that exactly what a memoir should accomplish? I'll add that the format incorporating Facebook posts Eloisa shared during that period should appeal to a social media-savvy audience who might not normally choose a memoir to read.",5.0,"I Feel Like We're Friends, Now",1334707200.0,"04 18, 2012"
A3P6WAU6699M43,B0087TLQC2,elaine  shopper,"[0, 0]","I bought these flashlights because my dear husband had one just like for years and it finally died.  He was so happy I found more for him.  We keep them in our bedroom, just in case.",5.0,Just in case never hurts,1387843200.0,"12 24, 2013"
A32I8SSY639ZXZ,B0006VQARA,Joey Davis,"[0, 0]",I went through these two refills in 30 days. Not sure why they have such a short life. I would not recommend this item.,1.0,Short Life,1397606400.0,"04 16, 2014"
A1YIFFEPU59WAU,B005JJ0BKG,Dongmao Li,"[0, 0]","Colorful and  beautiful shoes, somewhat small but doesnt matter, feel comfortable while driving, also good for running, love it. good",4.0,GOOD,1380758400.0,"10 3, 2013"
ATBWKTXU2O4IC,B00150LT40,Angela Martinez,"[0, 0]","saw it on a review & loved it, one happy customer great top coat! price is very good aswell !",4.0,top nail,1365292800.0,"04 7, 2013"
A18TM78SVI73B0,1468025260,Lindsay J. Hardman,"[0, 0]","It's usually the case that a few years need to pass before I'll reread a novel, but I've already read Too Close to Miss twice in the past year. On both occasions I've had difficulty putting the book down. The first reading took me three days, and they were a memorable three days. Three days of not getting lunch (because I was too engrossed with the book). Three days of half paying attention to the conversations I had with other people (because every time my mind would start to wonder what was going to happen to Mara). Three days of no naps, which, up until Too Close to Miss crossed my eyes, were an absolute, non-negotiable must for me (I used to work during the middle of the night, and consequently got very little sleep). I'll put a book down if I don't like it, if it doesn't grab me early enough in the story. I simply could not put this book down.",5.0,Hard to put down.,1324339200.0,"12 20, 2011"
A3MGKU008K95W9,0783225741,"Christopher ""chris c""","[0, 0]","Just a terrible movie. The entire film is based on this joker being a king but the scenes which get him there are so poorly written and executed that everything that comes after is a joke. Sorbo is not a movie star and simply does not have the charisma to hold a stinker like this together - and the fake hair that they saddle him with is laughable. I really have nothing positive to say about this one. The supporting cast stinks, the score is an awful mix of orchestral and oddly mixed electric guitar, the effects are sketchy and the story is horrible. If you are a fan of the Sorbo/Hercuiles series maybe this would do it for you otherwise the only reason to watch is for Tia Carerra's implant cleavage. This dvd is going in the scrap heap with In the Name of the King - which should give you and idea of how bad this is.",1.0,By Sorbo's Wig Horrifically Bad,1395878400.0,"03 27, 2014"
AF9LFARQZ2X3O,B0013IWYHU,boomquest,"[2, 2]","It`s very hit & miss whether it will work or not.  It`s good when it works, but it freezes up on you more often than not.  The Touch is a huge step up from this Duet.Same your money & buy the Squeezebox Touch.",2.0,Not as good as the Squeezebox Touch!,1316563200.0,"09 21, 2011"
A1YO73EOAEQ1M5,B00FUABIGU,Ivonne,"[0, 0]","I have never written a review, even after getting for Christmas my first toni braxton tape at the age of 9 in 94&#34;. Since have always been a toni braxton fan, also a fan of the talented baby face, they sound terrific together. All I can say is im obsessed, literally I have not stop listening to it. I relate to every song. This is def a master piece. Thank you to both.",5.0,on REPEAT,1392508800.0,"02 16, 2014"
A1N1UN7NK0LYDO,061899923X,"Julie K. Dennehy ""dennehypr""","[2, 2]","Just when I proclaimed ""Bats at the Beach"" my favorite book, this next one comes around and I can't decide which I love more. ""Bats at the Library"" is a favorite at our house because my kids (10 and 6) can identify the classic characters in Brian's beautiful illustrations, so it becomes both a great story for bedtime and a ""game"" - and a platform to talk about the importance of reading and literature.  The illustrations have subtle humor and references that adults will enjoy as much as the young readers... it's a fun, smart book that celebrates reading and builds a love for books. What more can you ask for? A great addition to a child's library or a quality gift.",5.0,"My kids are batty for Brian's ""Bats"" series",1229385600.0,"12 16, 2008"
